continent,country,income,life_exp,population,year
americas,Puerto Rico,28629.0,73.3,3689641,1995
europe,Poland,11093.0,71.9,38452632,1995
asia,Australia,30359.0,78.3,18076743,1995
africa,South Africa,9730.0,62.7,42088165,1995
africa,Mayotte,,74.0,123181,1995
europe,Georgia,2298.0,70.7,5020061,1995
americas,Netherlands Antilles,,74.48,190124,1995
asia,Fiji,6073.0,64.5,775498,1995
africa,Ethiopia,578.0,49.2,57309880,1995
europe,Estonia,10464.0,67.7,1433024,1995
europe,Germany,33843.0,76.6,81240604,1995
europe,Denmark,36670.0,75.6,5232704,1995
africa,Comoros,1467.0,58.9,475394,1995
europe,Cyprus,26445.0,76.7,855384,1995
americas,Costa Rica,8495.0,76.8,3510926,1995
americas,Bolivia,4068.0,64.4,7566714,1995
africa,"Congo, Rep.",4715.0,52.6,2799255,1995
americas,Cuba,9195.0,75.0,10906043,1995
asia,Nepal,1405.0,61.7,21396384,1995
americas,Chile,12759.0,75.4,14296613,1995
europe,Turkey,11530.0,70.0,58486381,1995
africa,Reunion,,74.45,673541,1995
asia,United Arab Emirates,106425.0,71.9,2448820,1995
africa,"Congo, Dem. Rep.",724.0,54.0,41595744,1995
asia,Jordan,7516.0,72.5,4572904,1995
africa,Algeria,9168.0,71.6,28904298,1995
asia,French Polynesia,,70.43,215196,1995
europe,Portugal,21975.0,75.5,10149735,1995
africa,Burundi,835.0,44.5,5962058,1995
asia,South Korea,16798.0,74.0,45298611,1995
europe,Luxembourg,64568.0,76.9,408149,1995
americas,Dominica,7148.0,72.8,71368,1995
africa,Gambia,1448.0,62.6,1066223,1995
americas,Ecuador,7811.0,72.3,11440583,1995
africa,Chad,1044.0,53.6,7000722,1995
americas,Cayman Islands,56588.0,,31672,1995
americas,French Guiana,,73.56,137400,1995
europe,Moldova,2596.0,65.4,4339082,1995
asia,Uzbekistan,2213.0,66.6,22863264,1995
africa,Angola,2859.0,50.9,14268994,1995
asia,Bahrain,43244.0,73.0,563699,1995
asia,Samoa,3686.0,70.0,170157,1995
africa,Kenya,2199.0,58.1,27346456,1995
europe,Greece,21426.0,77.8,10789375,1995
africa,Guinea,1049.0,53.4,7871173,1995
africa,Benin,1398.0,56.7,5905558,1995
asia,Oman,39194.0,73.9,2204283,1995
africa,Somalia,637.0,49.9,7704894,1995
asia,Lebanon,12254.0,73.4,3033394,1995
americas,Barbados,12587.0,73.3,264959,1995
europe,Finland,27303.0,76.7,5119005,1995
europe,Bosnia and Herzegovina,1976.0,67.0,3843712,1995
africa,Gabon,19738.0,59.8,1086137,1995
europe,Albania,3941.0,73.7,3106736,1995
asia,Israel,22550.0,77.4,5333719,1995
africa,Central African Republic,881.0,46.7,3352767,1995
europe,Belarus,5275.0,68.2,10142308,1995
africa,Eritrea,1438.0,57.8,3090159,1995
asia,India,2069.0,59.9,960482795,1995
asia,Qatar,77809.0,74.4,513455,1995
africa,Djibouti,2315.0,60.4,630388,1995
africa,Egypt,6553.0,67.4,63714386,1995
asia,Iran,10477.0,69.9,60575644,1995
asia,Cambodia,1091.0,58.1,10653558,1995
asia,Kiribati,1434.0,58.9,77730,1995
americas,Turks and Caicos Islands,13317.0,,15332,1995
asia,Kyrgyz Republic,1696.0,65.1,4566087,1995
asia,Japan,31224.0,79.7,126375466,1995
americas,Bahamas,22119.0,69.7,280150,1995
europe,Ukraine,5073.0,66.5,50905677,1995
europe,Greenland,17117.0,66.5,55811,1995
asia,Papua New Guinea,2139.0,56.9,4894276,1995
americas,Martinique,,76.54,368732,1995
americas,Guatemala,5836.0,66.9,10408489,1995
europe,France,30823.0,78.2,58241791,1995
africa,Cote d'Ivoire,2964.0,52.5,14540820,1995
americas,Aruba,38602.0,73.62,80324,1995
americas,Argentina,10673.0,73.5,34994814,1995
africa,Equatorial Guinea,1803.0,48.5,504871,1995
europe,Bulgaria,8479.0,71.0,8379180,1995
americas,El Salvador,5589.0,70.0,5611115,1995
americas,Dominican Republic,6188.0,72.6,7892423,1995
americas,Canada,32101.0,78.0,29330073,1995
asia,North Korea,1442.0,58.6,21862299,1995
americas,Brazil,11108.0,69.0,162296612,1995
asia,Syria,4894.0,72.7,14345492,1995
asia,Bangladesh,1424.0,61.6,118706871,1995
americas,Colombia,8643.0,72.0,37441977,1995
europe,Azerbaijan,3320.0,64.6,7775426,1995
americas,Bermuda,41999.0,72.5,62696,1995
asia,New Caledonia,,72.16,190732,1995
asia,Indonesia,6111.0,66.1,196957849,1995
europe,Austria,33480.0,76.8,7990121,1995
europe,Sweden,31044.0,78.9,8836420,1995
europe,Belgium,32774.0,76.9,10186305,1995
europe,Croatia,12543.0,73.0,4616763,1995
africa,Mauritius,9062.0,70.3,1128673,1995
africa,Libya,23363.0,74.6,4948798,1995
asia,Bhutan,2930.0,63.8,514877,1995
europe,Monaco,44514.0,,30691,1995
asia,Brunei,78406.0,74.7,297192,1995
europe,Andorra,26143.0,82.6,63850,1995
asia,"Macao, China",44465.0,76.56,385686,1995
americas,Panama,8795.0,75.3,2739730,1995
europe,Lithuania,10115.0,69.0,3626602,1995
americas,Anguilla,,,9802,1995
europe,Montenegro,7635.0,73.5,620414,1995
asia,Northern Mariana Islands,,74.2,56278,1995
europe,Channel Islands,,76.53,144046,1995
africa,Cameroon,2188.0,56.5,13460994,1995
europe,Armenia,2169.0,69.1,3217342,1995
africa,Morocco,3870.0,69.5,27075232,1995
africa,Cape Verde,2361.0,68.3,389127,1995
americas,Grenada,7522.0,70.7,100255,1995
asia,Timor-Leste,1477.0,61.8,871447,1995
africa,Guinea-Bissau,1632.0,52.3,1137122,1995
americas,Guyana,4533.0,64.4,761291,1995
africa,Mauritania,2838.0,61.2,2327075,1995
americas,Honduras,3344.0,70.1,5709051,1995
asia,Guam,,73.0,145561,1995
asia,"Hong Kong, China",32358.0,78.72,6140101,1995
asia,Pakistan,3255.0,61.8,122829148,1995
europe,Hungary,15095.0,70.1,10349838,1995
europe,Iceland,27671.0,78.9,267629,1995
asia,Iraq,6353.0,65.3,20208387,1995
europe,Ireland,27439.0,77.1,3651545,1995
europe,Italy,32731.0,78.1,57255193,1995
americas,Jamaica,8644.0,74.7,2537440,1995
americas,Belize,6209.0,70.5,206963,1995
asia,Kazakhstan,8079.0,63.6,16034956,1995
americas,St. Kitts and Nevis,16362.0,,42891,1995
africa,Malawi,593.0,46.9,9909088,1995
asia,Kuwait,82268.0,76.5,1610651,1995
americas,Mexico,12491.0,73.0,94045579,1995
africa,Ghana,2066.0,60.0,16760467,1995
asia,Lao,1908.0,53.6,4851923,1995
americas,Peru,6198.0,71.1,24038760,1995
europe,Latvia,8110.0,66.5,2508473,1995
africa,Lesotho,1466.0,58.7,1761359,1995
africa,Liberia,142.0,50.9,2073482,1995
europe,Russia,12013.0,64.4,148288839,1995
europe,Kosovo,5403.0,,2567417,1995
africa,Namibia,5900.0,60.5,1655359,1995
africa,Madagascar,1402.0,57.2,13475400,1995
europe,Norway,50616.0,77.9,4366995,1995
europe,"Macedonia, FYR",7700.0,71.8,1983252,1995
europe,Slovak Republic,12879.0,72.4,5375470,1995
asia,Malaysia,14035.0,72.4,20495597,1995
americas,Haiti,1672.0,56.2,7819806,1995
asia,Philippines,3973.0,68.8,69835715,1995
asia,Maldives,5264.0,69.3,254082,1995
africa,Botswana,8823.0,56.8,1569094,1995
africa,Mali,1126.0,51.4,9604450,1995
asia,Marshall Islands,3562.0,65.2,51015,1995
asia,Myanmar,1868.0,59.0,43237792,1995
americas,Paraguay,6582.0,74.1,4760850,1995
asia,Afghanistan,872.0,49.4,17099541,1995
asia,"Micronesia, Fed. Sts.",3185.0,65.4,107556,1995
asia,Vanuatu,2610.0,62.3,168235,1995
asia,American Samoa,,70.6,52868,1995
africa,St. Helena,,,5289,1995
asia,Mongolia,4244.0,61.7,2298039,1995
africa,Mozambique,465.0,52.7,15759132,1995
africa,Togo,1198.0,57.6,4274024,1995
asia,Nauru,14177.0,,9969,1995
europe,Czech Republic,19093.0,73.4,10358456,1995
asia,Palestine,2788.0,73.7,2617702,1995
europe,Netherlands,35244.0,77.6,15467851,1995
africa,Burkina Faso,869.0,51.3,10089878,1995
africa,Seychelles,15097.0,69.8,76703,1995
asia,New Zealand,25476.0,77.0,3674936,1995
africa,Niger,811.0,49.5,9477333,1995
africa,Nigeria,2740.0,55.0,108011465,1995
americas,Antigua and Barbuda,17167.0,73.5,73619,1995
europe,Malta,20720.0,78.4,380305,1995
americas,Nicaragua,2934.0,74.4,4612228,1995
americas,St. Vincent and the Grenadines,6044.0,69.6,108122,1995
asia,Palau,13913.0,,17253,1995
americas,Trinidad and Tobago,14046.0,69.3,1255001,1995
asia,China,2551.0,68.4,1239940004,1995
asia,Tokelau,,,1529,1996
americas,St.-Pierre-et-Miquelon,,,6296,1996
asia,Niue,,,2124,1996
americas,Montserrat,,,9376,1996
europe,Isle of Man,,,70431,1996
europe,Gibraltar,,,30382,1996
americas,Falkland Is (Malvinas),,,2538,1996
europe,Faeroe Islands,,,46058,1996
americas,Anguilla,,,10058,1996
africa,Western Sahara,,60.51,264108,1996
asia,Wallis et Futuna,,,14211,1996
asia,French Polynesia,,70.82,219283,1996
asia,American Samoa,,70.7,53929,1996
africa,Zambia,2180.0,46.3,9394304,1996
asia,Yemen,3676.0,60.7,15889449,1996
americas,Venezuela,15044.0,73.1,22650102,1996
americas,Uruguay,12068.0,73.5,3248035,1996
americas,United States,40501.0,76.3,268803424,1996
europe,United Kingdom,28998.0,76.9,58156745,1996
africa,Uganda,961.0,48.2,21202118,1996
asia,Tuvalu,2515.0,,9256,1996
asia,Turkmenistan,4841.0,63.2,4287344,1996
africa,Tunisia,6393.0,73.4,9256037,1996
americas,Guadeloupe,,75.82,406977,1996
americas,Trinidad and Tobago,14561.0,69.3,1258364,1996
asia,Tonga,4256.0,69.7,96369,1996
asia,Timor-Leste,1644.0,62.3,875916,1996
asia,Vietnam,2197.0,70.9,76372719,1996
asia,Taiwan,28866.0,74.7,21458000,1996
europe,Switzerland,44809.0,79.1,7061173,1996
africa,Swaziland,5125.0,57.1,981764,1996
americas,Suriname,9839.0,70.2,450036,1996
africa,Sudan,1992.0,60.6,24786190,1996
americas,St. Lucia,9213.0,71.2,149004,1996
americas,St. Kitts and Nevis,17231.0,,43373,1996
asia,Sri Lanka,4184.0,71.3,18372120,1996
africa,South Sudan,2183.0,53.1,5591114,1996
asia,Solomon Islands,2257.0,61.4,369469,1996
asia,Singapore,46342.0,76.7,3566133,1996
europe,Holy See,,,778,1996
europe,Slovenia,18894.0,75.0,1988989,1996
africa,Sierra Leone,1061.0,51.9,4282350,1996
africa,Seychelles,15609.0,69.9,77675,1996
africa,Tanzania,1392.0,53.8,30811854,1996
europe,Serbia,7348.0,71.9,9855506,1996
asia,Tajikistan,1040.0,63.3,5849540,1996
americas,British Virgin Islands,,,18833,1996
africa,Senegal,1764.0,58.8,8974077,1996
asia,Saudi Arabia,36531.0,75.8,19131578,1996
africa,Sao Tome and Principe,2186.0,63.9,128821,1996
americas,Virgin Islands (U.S.),,76.52,107931,1996
africa,Rwanda,749.0,44.6,6115168,1996
europe,Russia,11597.0,65.7,148073924,1996
asia,Qatar,79461.0,74.5,522304,1996
americas,Puerto Rico,29129.0,73.6,3719324,1996
europe,Romania,10969.0,69.1,22804165,1996
europe,Portugal,22658.0,75.5,10192394,1996
europe,Poland,11776.0,72.4,38503607,1996
africa,South Africa,9925.0,61.6,42898520,1996
africa,Mayotte,,74.35,128758,1996
europe,Denmark,37521.0,75.9,5254860,1996
europe,Georgia,2621.0,71.2,4945566,1996
europe,Germany,34008.0,76.9,81426337,1996
americas,Netherlands Antilles,,74.48,188225,1996
africa,Ethiopia,630.0,50.0,59155148,1996
europe,Estonia,11245.0,69.8,1417736,1996
europe,Iceland,28839.0,79.4,270150,1996
africa,Mauritania,2916.0,61.5,2397245,1996
americas,Dominican Republic,6514.0,72.6,8029113,1996
asia,New Caledonia,,72.43,195216,1996
europe,Slovak Republic,13720.0,72.8,5384788,1996
europe,Hungary,15126.0,70.5,10332989,1996
africa,Egypt,6774.0,67.9,64933456,1996
asia,Guam,,73.2,148060,1996
americas,Argentina,11150.0,73.5,35419682,1996
europe,Cyprus,26450.0,77.1,873423,1996
africa,Libya,23533.0,74.6,5035884,1996
americas,Aruba,38003.0,73.65,83200,1996
americas,Costa Rica,8357.0,76.8,3596732,1996
asia,Fiji,6291.0,64.3,784476,1996
africa,"Congo, Rep.",4782.0,52.2,2879222,1996
americas,Cuba,9871.0,75.2,10961012,1996
asia,United Arab Emirates,106923.0,72.1,2571020,1996
americas,Chile,13498.0,75.7,14497826,1996
americas,El Salvador,5626.0,70.3,5671925,1996
asia,Cook Is,,,18815,1996
africa,Reunion,,74.79,686463,1996
europe,Turkey,12190.0,70.6,59423208,1996
africa,"Congo, Dem. Rep.",698.0,51.8,42770544,1996
europe,Kosovo,5762.0,,2617993,1996
africa,Burundi,758.0,44.3,6041112,1996
europe,Luxembourg,64660.0,77.1,413999,1996
americas,Dominica,7359.0,72.8,71145,1996
africa,Ghana,2110.0,60.1,17185608,1996
africa,Angola,3091.0,51.3,14682284,1996
africa,Chad,1032.0,53.0,7241134,1996
europe,Liechtenstein,,,31325,1996
americas,Cayman Islands,56861.0,,33536,1996
americas,Barbados,12783.0,73.7,265942,1996
asia,Samoa,3925.0,70.2,171283,1996
americas,Canada,32290.0,78.3,29622132,1996
europe,Moldova,2466.0,66.1,4314700,1996
europe,Austria,34237.0,77.1,8017863,1996
americas,Colombia,8664.0,72.2,38049038,1996
europe,Spain,26270.0,78.1,40009324,1996
asia,Uzbekistan,2208.0,66.7,23298911,1996
asia,Jordan,7443.0,72.6,4716373,1996
europe,San Marino,43518.0,,26209,1996
asia,Bahrain,43781.0,73.4,578668,1996
africa,Djibouti,2181.0,60.3,643682,1996
americas,Bermuda,42817.0,72.5,62986,1996
asia,Cambodia,1117.0,58.3,10980273,1996
europe,Ukraine,4606.0,66.7,50582456,1996
africa,Namibia,5906.0,59.3,1706489,1996
africa,Togo,1272.0,57.3,4398238,1996
africa,Somalia,648.0,49.9,7892389,1996
europe,Montenegro,9559.0,73.4,619707,1996
asia,Japan,31958.0,80.2,126654021,1996
americas,Panama,8857.0,75.4,2796344,1996
asia,Syria,5246.0,73.1,14755286,1996
europe,Albania,4326.0,73.8,3092228,1996
asia,Israel,23240.0,77.7,5488077,1996
asia,Kiribati,1500.0,59.2,78907,1996
asia,Bangladesh,1457.0,62.4,121269645,1996
asia,Australia,31145.0,78.5,18271685,1996
africa,Eritrea,1542.0,58.4,3116379,1996
americas,Bahamas,22758.0,70.0,283790,1996
europe,France,31141.0,78.4,58499689,1996
americas,Turks and Caicos Islands,13962.0,,15966,1996
asia,Kyrgyz Republic,1790.0,65.2,4629398,1996
americas,Ecuador,7781.0,72.5,11683479,1996
africa,Gabon,19933.0,59.6,1113994,1996
asia,Northern Mariana Islands,,74.5,59364,1996
europe,Greece,21905.0,77.9,10880912,1996
europe,Bulgaria,8659.0,70.9,8291872,1996
africa,Equatorial Guinea,2907.0,48.9,523999,1996
europe,Armenia,2333.0,69.4,3168215,1996
asia,South Korea,17835.0,74.5,45757361,1996
asia,"Macao, China",43547.0,76.78,393567,1996
africa,Cote d'Ivoire,3103.0,52.3,14995249,1996
europe,Azerbaijan,3329.0,65.0,7855553,1996
asia,Iran,11043.0,69.8,61583089,1996
africa,Central African Republic,827.0,46.3,3435821,1996
americas,French Guiana,,73.84,141767,1996
asia,North Korea,1393.0,58.7,22113548,1996
americas,Brazil,11178.0,69.3,164913306,1996
americas,Belize,6137.0,70.4,213676,1996
americas,Bolivia,4152.0,65.1,7717443,1996
africa,Benin,1414.0,56.6,6094259,1996
asia,Thailand,9689.0,70.6,60151472,1996
asia,Papua New Guinea,2245.0,57.0,5022437,1996
europe,Czech Republic,19934.0,73.8,10350570,1996
asia,Oman,39990.0,74.2,2236666,1996
europe,Sweden,31465.0,79.1,8859191,1996
africa,Lesotho,1520.0,57.9,1787273,1996
europe,Belgium,33217.0,77.2,10208275,1996
europe,Croatia,13797.0,73.4,4574887,1996
americas,Guatemala,5873.0,68.1,10646674,1996
europe,Bosnia and Herzegovina,3771.0,73.8,3780378,1996
africa,Mauritius,9471.0,70.5,1141948,1996
asia,Brunei,78661.0,74.9,304699,1996
asia,Bhutan,3072.0,64.7,519282,1996
africa,Gambia,1439.0,62.8,1096708,1996
asia,Vanuatu,2615.0,62.4,171801,1996
europe,Monaco,44836.0,,30967,1996
europe,Belarus,5441.0,68.1,10109072,1996
europe,Lithuania,10606.0,70.2,3603745,1996
europe,Channel Islands,,76.72,144829,1996
africa,Cameroon,2233.0,56.2,13812472,1996
africa,Morocco,4325.0,70.0,27460603,1996
africa,Cape Verde,2568.0,68.2,398773,1996
americas,Grenada,7785.0,70.8,100796,1996
africa,Guinea,1061.0,53.8,8132552,1996
americas,Martinique,,76.88,371918,1996
africa,Guinea-Bissau,1781.0,52.6,1159060,1996
americas,Guyana,4872.0,64.3,761861,1996
americas,Honduras,3385.0,70.1,5867849,1996
asia,"Hong Kong, China",32272.0,78.99,6241810,1996
asia,China,2775.0,68.8,1249981441,1996
asia,India,2186.0,60.2,978893217,1996
asia,Iraq,6834.0,65.3,20845893,1996
asia,Indonesia,6478.0,66.4,199914831,1996
europe,Ireland,29695.0,77.5,3679849,1996
europe,Italy,33143.0,78.3,57229670,1996
africa,Algeria,9375.0,72.1,29411415,1996
americas,Jamaica,8531.0,74.5,2561993,1996
africa,Kenya,2227.0,57.4,28147734,1996
asia,Kazakhstan,8243.0,63.5,15820631,1996
africa,Zimbabwe,2619.0,54.4,11518262,1996
asia,Kuwait,82811.0,76.0,1631740,1996
africa,Malawi,625.0,46.3,10109789,1996
americas,Mexico,12979.0,73.3,95687452,1996
africa,Mali,1132.0,51.8,9856810,1996
asia,Lao,1993.0,54.0,4957180,1996
europe,Latvia,8408.0,68.6,2478825,1996
europe,Greenland,17372.0,66.8,55837,1996
africa,Liberia,151.0,50.4,2191179,1996
europe,Norway,52892.0,78.2,4393209,1996
americas,Antigua and Barbuda,17830.0,73.5,75628,1996
europe,"Macedonia, FYR",7759.0,72.1,1989443,1996
africa,Madagascar,1388.0,57.6,13902688,1996
asia,Philippines,4112.0,68.9,71446107,1996
americas,Haiti,1710.0,56.7,7965553,1996
asia,Malaysia,15051.0,72.5,21023321,1996
asia,Maldives,5602.0,70.0,259327,1996
europe,Andorra,27180.0,82.8,64360,1996
africa,Botswana,9121.0,54.8,1604060,1996
europe,Malta,21373.0,78.5,383710,1996
asia,Marshall Islands,3172.0,65.3,51401,1996
asia,Myanmar,1895.0,59.4,43793310,1996
asia,Afghanistan,895.0,49.7,17822884,1996
americas,Paraguay,6536.0,74.1,4870694,1996
asia,"Micronesia, Fed. Sts.",3063.0,65.7,108344,1996
europe,Finland,28210.0,76.8,5136979,1996
africa,St. Helena,,,5264,1996
asia,Mongolia,4304.0,61.7,2316567,1996
africa,Mozambique,485.0,52.6,16248232,1996
asia,Nauru,12418.0,,10029,1996
asia,Nepal,1443.0,62.5,21903379,1996
asia,Palestine,2860.0,74.0,2741578,1996
europe,Netherlands,36152.0,77.6,15563255,1996
africa,Burkina Faso,938.0,51.5,10372745,1996
asia,New Zealand,25984.0,77.3,3717349,1996
africa,Niger,809.0,50.2,9819964,1996
africa,Nigeria,2805.0,55.0,110732904,1996
americas,Nicaragua,3057.0,74.7,4700779,1996
africa,Comoros,1413.0,58.4,488627,1996
americas,St. Vincent and the Grenadines,6127.0,69.4,108075,1996
asia,Pakistan,3324.0,61.9,125938339,1996
asia,Palau,14978.0,,17691,1996
asia,Lebanon,12726.0,74.0,3070960,1996
americas,Peru,6260.0,71.7,24441074,1996
asia,Tokelau,,,1547,1997
africa,St. Helena,,,5251,1997
asia,Niue,,,2067,1997
americas,Montserrat,,,8216,1997
europe,Liechtenstein,,,31838,1997
europe,Isle of Man,,,70869,1997
europe,Holy See,,,782,1997
europe,Gibraltar,,,30594,1997
americas,Falkland Is (Malvinas),,,2637,1997
europe,Faeroe Islands,,,46251,1997
africa,Western Sahara,,61.04,272840,1997
americas,Virgin Islands (U.S.),,76.8,108311,1997
africa,Reunion,,75.12,699299,1997
africa,Zimbabwe,2645.0,52.8,11709997,1997
africa,Zambia,2203.0,45.9,9666578,1997
asia,Yemen,3746.0,61.1,16408954,1997
americas,Venezuela,15680.0,73.6,23110178,1997
americas,Uruguay,13007.0,73.7,3271010,1997
americas,United States,41812.0,76.6,272136551,1997
europe,United Kingdom,29662.0,77.1,58346673,1997
asia,Cook Is,,,18569,1997
europe,Ukraine,4509.0,67.3,50189314,1997
africa,Uganda,979.0,48.5,21865931,1997
asia,Tuvalu,2757.0,,9277,1997
asia,Turkmenistan,4221.0,63.2,4355114,1997
africa,Tunisia,6649.0,73.9,9384152,1997
americas,Guadeloupe,,76.15,411444,1997
americas,Trinidad and Tobago,14928.0,69.4,1260678,1997
asia,Vietnam,2339.0,71.1,77453335,1997
americas,British Virgin Islands,,,19270,1997
asia,Taiwan,30613.0,75.2,21639000,1997
asia,Syria,5385.0,73.4,15177456,1997
europe,Switzerland,45734.0,79.2,7091765,1997
africa,Swaziland,5167.0,55.8,1003995,1997
americas,Suriname,10263.0,70.2,455954,1997
africa,Sudan,2142.0,60.8,25410451,1997
americas,St. Lucia,9125.0,71.5,151086,1997
asia,Sri Lanka,4396.0,71.4,18476505,1997
europe,Spain,27167.0,78.6,40131560,1997
africa,South Sudan,2338.0,53.4,5814006,1997
asia,South Korea,18687.0,74.9,46202604,1997
asia,Thailand,9454.0,70.5,60863506,1997
asia,Uzbekistan,2280.0,66.9,23715490,1997
asia,Solomon Islands,2163.0,61.5,379947,1997
asia,New Caledonia,,72.7,199715,1997
europe,Slovenia,19887.0,75.2,1987955,1997
asia,Singapore,48528.0,77.2,3649135,1997
africa,Sierra Leone,996.0,51.3,4305455,1997
africa,Seychelles,17272.0,70.1,78459,1997
asia,Wallis et Futuna,,,14280,1997
europe,Serbia,7899.0,72.1,9783393,1997
africa,Tanzania,1405.0,53.8,31635251,1997
asia,Tajikistan,1045.0,64.8,5934282,1997
africa,Senegal,1774.0,58.9,9196528,1997
asia,Saudi Arabia,37060.0,76.0,19505576,1997
africa,Sao Tome and Principe,2164.0,63.9,131107,1997
asia,Samoa,3929.0,70.4,172198,1997
africa,Rwanda,781.0,44.0,6522382,1997
europe,Romania,10329.0,69.1,22632805,1997
americas,Puerto Rico,29770.0,74.5,3746359,1997
europe,Poland,12602.0,72.7,38538730,1997
africa,Ghana,2148.0,59.8,17608812,1997
europe,Germany,34578.0,77.3,81499866,1997
europe,Georgia,2951.0,71.3,4881248,1997
africa,Angola,3246.0,51.7,15088981,1997
americas,St. Kitts and Nevis,18190.0,,43846,1997
americas,Bolivia,4264.0,65.6,7870855,1997
africa,Ethiopia,630.0,50.6,60976450,1997
europe,Estonia,12709.0,70.0,1409674,1997
asia,Australia,32013.0,78.8,18467588,1997
americas,Dominican Republic,6918.0,72.9,8163472,1997
europe,Denmark,38584.0,76.2,5277711,1997
europe,Cyprus,26704.0,77.1,891192,1997
africa,South Africa,9952.0,60.0,43657024,1997
africa,Mauritania,2717.0,62.0,2471598,1997
europe,Slovak Republic,14525.0,72.8,5391204,1997
asia,Fiji,6087.0,64.1,792860,1997
africa,"Congo, Rep.",4618.0,46.3,2962470,1997
asia,Nepal,1478.0,63.4,22389803,1997
europe,Turkey,12911.0,71.2,60372499,1997
asia,United Arab Emirates,109553.0,72.4,2700010,1997
africa,"Congo, Dem. Rep.",645.0,53.2,43830146,1997
asia,Palau,14961.0,,18123,1997
asia,Tonga,4235.0,69.7,96725,1997
asia,French Polynesia,,71.21,223731,1997
africa,Algeria,9322.0,72.4,29886839,1997
asia,Jordan,7481.0,72.8,4832267,1997
africa,Burundi,737.0,45.0,6112097,1997
americas,Dominica,7510.0,73.0,70753,1997
europe,Luxembourg,67646.0,77.4,419974,1997
africa,Guinea,1089.0,54.0,8337988,1997
africa,Gambia,1468.0,63.1,1128169,1997
africa,Chad,1054.0,52.5,7493251,1997
americas,French Guiana,,74.1,146273,1997
asia,Oman,42370.0,74.5,2249773,1997
asia,Bangladesh,1492.0,63.2,123854640,1997
europe,Moldova,2515.0,67.9,4284931,1997
asia,Papua New Guinea,2101.0,57.2,5154910,1997
americas,Colombia,8804.0,72.8,38645411,1997
africa,Kenya,2179.0,56.7,28954114,1997
americas,El Salvador,5817.0,70.8,5727755,1997
americas,Bermuda,44514.0,73.7,63259,1997
africa,Cote d'Ivoire,3131.0,52.3,15445986,1997
africa,Benin,1451.0,56.9,6281639,1997
americas,Panama,9237.0,75.6,2853941,1997
africa,Somalia,613.0,49.6,8137475,1997
africa,Comoros,1434.0,59.4,501953,1997
americas,Barbados,13564.0,73.9,266945,1997
africa,Mauritius,9885.0,70.7,1154140,1997
americas,Aruba,40312.0,73.67,85451,1997
asia,Qatar,100111.0,74.6,534608,1997
asia,North Korea,1230.0,58.8,22335638,1997
americas,Cuba,10106.0,75.4,11013983,1997
americas,Mexico,13634.0,73.6,97281739,1997
americas,St.-Pierre-et-Miquelon,,,6291,1997
europe,Belarus,6087.0,68.0,10073061,1997
asia,Iran,11216.0,70.3,62710557,1997
europe,Monaco,45690.0,,31251,1997
asia,Israel,23544.0,77.9,5631544,1997
asia,Kyrgyz Republic,1939.0,65.3,4705638,1997
asia,Northern Mariana Islands,,74.7,62528,1997
europe,Greenland,17613.0,66.9,55881,1997
europe,Finland,29884.0,77.1,5151746,1997
americas,Turks and Caicos Islands,14440.0,,16528,1997
africa,Gabon,20545.0,59.9,1142324,1997
americas,Argentina,11935.0,73.6,35833969,1997
asia,Cambodia,1148.0,58.7,11295880,1997
americas,Bahamas,22971.0,70.2,286970,1997
africa,Eritrea,1623.0,59.0,3161350,1997
europe,Greece,22739.0,78.1,10961123,1997
europe,Bulgaria,8617.0,70.6,8211726,1997
americas,Martinique,,77.22,375654,1997
europe,San Marino,44268.0,,26508,1997
asia,Bahrain,43798.0,73.8,594930,1997
americas,Chile,14186.0,76.2,14694835,1997
americas,Guatemala,5992.0,67.7,10887634,1997
europe,France,31756.0,78.7,58763395,1997
europe,Portugal,23555.0,75.8,10232884,1997
europe,Azerbaijan,3488.0,65.3,7925669,1997
africa,Central African Republic,852.0,45.9,3517309,1997
americas,Netherlands Antilles,,74.5,185762,1997
africa,Equatorial Guinea,7037.0,50.3,544636,1997
asia,Japan,32391.0,80.4,126902628,1997
africa,Djibouti,2127.0,60.1,660953,1997
americas,Belize,6177.0,69.7,221606,1997
africa,Cameroon,2289.0,55.5,14165423,1997
europe,Albania,3909.0,74.1,3093041,1997
europe,Iceland,30009.0,79.6,272709,1997
asia,Bhutan,3184.0,65.1,528754,1997
europe,Austria,34952.0,77.6,8032876,1997
asia,Indonesia,6683.0,66.7,202826465,1997
asia,Iraq,8027.0,65.2,21509291,1997
africa,Namibia,5971.0,58.1,1758994,1997
europe,Belgium,34377.0,77.4,10223789,1997
europe,Croatia,14463.0,73.4,4532399,1997
europe,Bosnia and Herzegovina,4996.0,74.4,3752431,1997
africa,Burkina Faso,970.0,51.6,10665546,1997
americas,Brazil,11382.0,69.6,167545164,1997
asia,Brunei,75654.0,75.2,312038,1997
asia,Vanuatu,2693.0,61.2,174999,1997
africa,Egypt,7036.0,68.2,66151117,1997
americas,Costa Rica,8603.0,77.0,3682725,1997
europe,Lithuania,11360.0,71.1,3579904,1997
americas,Anguilla,,,10303,1997
europe,Sweden,32360.0,79.4,8868853,1997
europe,Channel Islands,,76.92,145715,1997
europe,Armenia,2438.0,70.0,3133086,1997
africa,Cape Verde,2794.0,68.2,408175,1997
americas,Grenada,8117.0,70.8,101122,1997
asia,Timor-Leste,1741.0,62.4,871994,1997
